ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),Labelled energy consumption (kWh/year),CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Haier,7,-,128,-,510,-,Normal,-,-,-,No,-,Dual,-,China,Yes,-,550.0,-,Drum,-,955.0,-,-,-,No,-,Top,-,-,-,HWMSP70,,AS/NZS 2040.1:2005/Amdt 3:2010,2.346137234255723,-,2.0,-,1e-06,-,0.0,-,"Normal, long wash, 1 rinse, 9 min Spin, Water level 8, warm/cold wash",-,"Australia,New Zealand",0.0,-,170253,Approved,121.34,-,0.0,-,Drum,-,0.74613,-,560.0,-,2030-08-26,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,121.34,-,86.0,-,86.0,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW1567
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,MIELE,8,-,-,-,235,-,-,-,-,-,Yes,-,Cold,-,"Germany,Czechia,Poland",Yes,-,637.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WTR 871 WPM,,AS/NZS 2040.1:2005/Amdt 3:2010,4.776578271142453,-,4.5,-,0.0011,-,0.04577,-,ECO 40-60,-,"Australia,New Zealand",0.04579,-,170257,Approved,301.0,-,0.0,-,Drum,-,0.48,-,596.0,-,2030-06-16,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,301.0,-,67.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1559
EE Amendment Regulations 2025 Schedule 2C,Robinhood,6.5,-,-,-,484,-,-,-,86.2,-,No,-,Dual,-,China,Yes,-,563.0,-,Non Drum,-,918.0,-,0.0,-,No,-,Top,-,Impeller,-,RHTL65MSD,,AS/NZS 2040.1:2005/Amdt 3:2010,2.2964758860993575,-,2.0,-,3e-06,-,1.977,-,Standard,-,New Zealand,0.713,-,170347,Approved,132.5,-,86.2,-,Non-Drum,-,0.746,-,547.0,-,2125-06-01,,Single product class,Available,,http://www.robinhood.com.au/,133.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0216
EE Amendment Regulations 2025 Schedule 2C,Robinhood,7.5,-,-,-,585,-,-,-,-,-,No,-,Dual,-,China,Yes,-,578.0,-,Non Drum,-,942.0,-,-,-,No,-,Top,-,Impeller,-,RHTL75MSD,,AS/NZS 2040.1:2005/Amdt 3:2010,2.2342913984443875,-,2.0,-,3e-06,-,1.977,-,Standard,-,New Zealand,0.77,-,170348,Approved,133.5,-,0.0,-,Non-Drum,-,0.6993,-,560.0,-,2125-06-01,,Single product class,Available,,http://www.robinhood.com.au/,134.0,-,96.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ZCW0217
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,15,-,-,-,495,-,N/A,N/A,N/A,N/A,No,N/A,Dual,N/A,China,Yes,-,-,N/A,Drum,-,-,N/A,N/A,N/A,Yes,-,Top,N/A,-,N/A,KAWWASHT15A,KAWWASHT15*,AS/NZS 2040.1:2021,4.247409544460013,-,4.0,-,0.0,-,0.0,N/A,"Standard, Water level 8, Temp. Warm, Rinse times 3",-,"Australia,Fiji,New Zealand",0.8,-,170373,Approved,246.0,-,N/A,N/A,Drum,N/A,0.6188,-,-,N/A,2030-06-22,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,246.0,-,184.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1560
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,15,-,-,-,495,-,N/A,N/A,N/A,N/A,No,N/A,Dual,N/A,China,Yes,-,-,N/A,Drum,-,-,N/A,N/A,N/A,Yes,-,Top,N/A,-,N/A,KAWWASHT15B,KAWWASHT15*,AS/NZS 2040.1:2021,4.247409544460013,-,4.0,-,0.0,-,0.0,N/A,"Standard, Water level 8, Temp. Warm, Rinse times 3",-,"Australia,Fiji,New Zealand",0.8,-,170373,Approved,246.0,-,N/A,N/A,Drum,N/A,0.6188,-,-,N/A,2030-06-22,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,246.0,-,184.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1560
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,15,-,-,-,495,-,N/A,N/A,N/A,N/A,No,N/A,Dual,N/A,China,Yes,-,-,N/A,Drum,-,-,N/A,N/A,N/A,Yes,-,Top,N/A,-,N/A,KAWWASHT15C,KAWWASHT15*,AS/NZS 2040.1:2021,4.247409544460013,-,4.0,-,0.0,-,0.0,N/A,"Standard, Water level 8, Temp. Warm, Rinse times 3",-,"Australia,Fiji,New Zealand",0.8,-,170373,Approved,246.0,-,N/A,N/A,Drum,N/A,0.6188,-,-,N/A,2030-06-22,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,246.0,-,184.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1560
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,15,-,-,-,495,-,N/A,N/A,N/A,N/A,No,N/A,Dual,N/A,China,Yes,-,-,N/A,Drum,-,-,N/A,N/A,N/A,Yes,-,Top,N/A,-,N/A,KAWWASHT15D,KAWWASHT15*,AS/NZS 2040.1:2021,4.247409544460013,-,4.0,-,0.0,-,0.0,N/A,"Standard, Water level 8, Temp. Warm, Rinse times 3",-,"Australia,Fiji,New Zealand",0.8,-,170373,Approved,246.0,-,N/A,N/A,Drum,N/A,0.6188,-,-,N/A,2030-06-22,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,246.0,-,184.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1560
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,15,-,-,-,495,-,N/A,N/A,N/A,N/A,No,N/A,Dual,N/A,China,Yes,-,-,N/A,Drum,-,-,N/A,N/A,N/A,Yes,-,Top,N/A,-,N/A,KAWWASHT15*,KAWWASHT15*,AS/NZS 2040.1:2021,4.247409544460013,-,4.0,-,0.0,-,0.0,N/A,"Standard, Water level 8, Temp. Warm, Rinse times 3",-,"Australia,Fiji,New Zealand",0.8,-,170373,Approved,246.0,-,N/A,N/A,Drum,N/A,0.6188,-,-,N/A,2030-06-22,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,246.0,-,184.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW1560
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,7.5,-,-,-,180,-,-,-,-,-,No,-,Cold,-,China,Yes,-,850.0,-,Drum,-,520.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,KAFWASH75TA,KAFWASH75T*,AS/NZS 2040.1:2005/Amdt 3:2010,5.04886938436164,-,5.0,-,0.0,-,0.5,-,"Cotton, 40℃,1400rpm",-,"Australia,Fiji,New Zealand",0.5,-,170421,Approved,276.0,-,0.0,-,Drum,-,0.53,-,595.0,-,2030-06-26,,Single product class,Available,,http://www.kogan.com/au/,276.0,-,64.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1569
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,7.5,-,-,-,180,-,-,-,-,-,No,-,Cold,-,China,Yes,-,850.0,-,Drum,-,520.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,KAFWASH75TB,KAFWASH75T*,AS/NZS 2040.1:2005/Amdt 3:2010,5.04886938436164,-,5.0,-,0.0,-,0.5,-,"Cotton, 40℃,1400rpm",-,"Australia,Fiji,New Zealand",0.5,-,170421,Approved,276.0,-,0.0,-,Drum,-,0.53,-,595.0,-,2030-06-26,,Single product class,Available,,http://www.kogan.com/au/,276.0,-,64.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1569
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,7.5,-,-,-,180,-,-,-,-,-,No,-,Cold,-,China,Yes,-,850.0,-,Drum,-,520.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,KAFWASH75TC,KAFWASH75T*,AS/NZS 2040.1:2005/Amdt 3:2010,5.04886938436164,-,5.0,-,0.0,-,0.5,-,"Cotton, 40℃,1400rpm",-,"Australia,Fiji,New Zealand",0.5,-,170421,Approved,276.0,-,0.0,-,Drum,-,0.53,-,595.0,-,2030-06-26,,Single product class,Available,,http://www.kogan.com/au/,276.0,-,64.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1569
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,7.5,-,-,-,180,-,-,-,-,-,No,-,Cold,-,China,Yes,-,850.0,-,Drum,-,520.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,KAFWASH75TD,KAFWASH75T*,AS/NZS 2040.1:2005/Amdt 3:2010,5.04886938436164,-,5.0,-,0.0,-,0.5,-,"Cotton, 40℃,1400rpm",-,"Australia,Fiji,New Zealand",0.5,-,170421,Approved,276.0,-,0.0,-,Drum,-,0.53,-,595.0,-,2030-06-26,,Single product class,Available,,http://www.kogan.com/au/,276.0,-,64.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1569
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,7.5,-,-,-,180,-,-,-,-,-,No,-,Cold,-,China,Yes,-,850.0,-,Drum,-,520.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,KAFWASH75T*,KAFWASH75T*,AS/NZS 2040.1:2005/Amdt 3:2010,5.04886938436164,-,5.0,-,0.0,-,0.5,-,"Cotton, 40℃,1400rpm",-,"Australia,Fiji,New Zealand",0.5,-,170421,Approved,276.0,-,0.0,-,Drum,-,0.53,-,595.0,-,2030-06-26,,Single product class,Available,,http://www.kogan.com/au/,276.0,-,64.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW1569
EE Amendment Regulations 2025 Schedule 2C,Panasonic,9,-,-,-,255,-,-,-,-,-,No,-,Cold,-,Vietnam,Yes,-,585.0,-,Drum,-,845.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,NA-V90FA1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.598509983974244,-,4.5,-,0.0,-,1.0,-,"Cotton, 40 degrees, 1400 rpm",-,New Zealand,1.0,-,170490,Approved,364.0,-,0.0,-,Drum,-,0.59,-,596.0,-,2125-06-01,,Single product class,Available,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,364.0,-,84.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ZCW0218
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Westinghouse,9,-,106,-,400,-,-,-,-,-,No,-,Dual,-,Thailand,Yes,-,-,-,Drum,-,-,-,-,-,No,-,Top,-,Agitator,-,WWT9054DCWA,,AS/NZS 2040.1:2005/Amdt 3:2010,3.5783959443800977,-,3.5,-,0.0,-,1.556,-,"Regular wsh, Auto level, Warm, High spin, Eco rinse, Max Time Adjust",-,"Australia,Fiji,New Zealand",0.634,-,170543,Approved,104.0,-,0.0,-,Non-Drum,-,0.65,-,-,-,2030-10-13,,Single product class,Available,,http://www.westinghouse.com.au/,104.0,-,110.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW1608
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,ONIX,7,-,-,-,535,-,ECO,N/A,N/A,N/A,No,N/A,Dual,N/A,China,No,-,-,N/A,Drum,-,-,N/A,N/A,N/A,No,-,Top,N/A,Impeller automatich washing machine,N/A,ON-TLW7W,,AS/NZS 2040.1:2021,2.1224748115632295,-,2.0,-,0.002,-,0.43,N/A,ECO,-,"Australia,Fiji,New Zealand",0.43,-,170544,Approved,178.0,-,N/A,N/A,Non-Drum,N/A,0.8521,-,-,N/A,2030-10-03,,Single product class,Available,,,180.0,-,94.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW1571
EE Amendment Regulations 2025 Schedule 2C,Panasonic,10,-,-,-,300,-,cotton 40 degrees spin 1400rpm,-,-,-,No,-,Cold,-,Vietnam,Yes,-,585.0,-,Drum,-,845.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,NA-V10FA1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.55583699155491,-,4.5,-,0.0,-,0.98,-,"Cotton, 40 degrees, 1400 rpm",-,New Zealand,0.98,-,170633,Approved,370.0,-,0.0,-,Drum,-,0.56,-,596.0,-,2125-06-09,,Single product class,Available,http://www.panasonic.co.nz/,http://www.panasonic.co.nz,370.0,-,95.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ZCW0219
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,11,-,-,-,330,-,N/A,N/A,N/A,N/A,Yes,N/A,Cold,N/A,China,Yes,-,664.0,N/A,Drum,-,857.0,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,KAWWAS11D7A,KAWWAS11D7*,AS/NZS 2040.1:2021,4.59804376820443,-,4.5,-,0.0,-,0.45,N/A,Cotton + 40°C+ 1400rpm,-,"Australia,Fiji,New Zealand",0.45,-,170674,Approved,294.0,-,N/A,N/A,Drum,N/A,0.5409,-,600.0,N/A,2030-10-03,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,294.0,-,113.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1573
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,11,-,-,-,330,-,N/A,N/A,N/A,N/A,Yes,N/A,Cold,N/A,China,Yes,-,664.0,N/A,Drum,-,857.0,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,KAWWAS11D7B,KAWWAS11D7*,AS/NZS 2040.1:2021,4.59804376820443,-,4.5,-,0.0,-,0.45,N/A,Cotton + 40°C+ 1400rpm,-,"Australia,Fiji,New Zealand",0.45,-,170674,Approved,294.0,-,N/A,N/A,Drum,N/A,0.5409,-,600.0,N/A,2030-10-03,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,294.0,-,113.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1573
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,11,-,-,-,330,-,N/A,N/A,N/A,N/A,Yes,N/A,Cold,N/A,China,Yes,-,664.0,N/A,Drum,-,857.0,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,KAWWAS11D7C,KAWWAS11D7*,AS/NZS 2040.1:2021,4.59804376820443,-,4.5,-,0.0,-,0.45,N/A,Cotton + 40°C+ 1400rpm,-,"Australia,Fiji,New Zealand",0.45,-,170674,Approved,294.0,-,N/A,N/A,Drum,N/A,0.5409,-,600.0,N/A,2030-10-03,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,294.0,-,113.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1573
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,11,-,-,-,330,-,N/A,N/A,N/A,N/A,Yes,N/A,Cold,N/A,China,Yes,-,664.0,N/A,Drum,-,857.0,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,KAWWAS11D7D,KAWWAS11D7*,AS/NZS 2040.1:2021,4.59804376820443,-,4.5,-,0.0,-,0.45,N/A,Cotton + 40°C+ 1400rpm,-,"Australia,Fiji,New Zealand",0.45,-,170674,Approved,294.0,-,N/A,N/A,Drum,N/A,0.5409,-,600.0,N/A,2030-10-03,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,294.0,-,113.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1573
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,11,-,-,-,330,-,N/A,N/A,N/A,N/A,Yes,N/A,Cold,N/A,China,Yes,-,664.0,N/A,Drum,-,857.0,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,KAWWAS11D7E,KAWWAS11D7*,AS/NZS 2040.1:2021,4.59804376820443,-,4.5,-,0.0,-,0.45,N/A,Cotton + 40°C+ 1400rpm,-,"Australia,Fiji,New Zealand",0.45,-,170674,Approved,294.0,-,N/A,N/A,Drum,N/A,0.5409,-,600.0,N/A,2030-10-03,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,294.0,-,113.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1573
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,11,-,-,-,330,-,N/A,N/A,N/A,N/A,Yes,N/A,Cold,N/A,China,Yes,-,664.0,N/A,Drum,-,857.0,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,KAWWAS11D7F,KAWWAS11D7*,AS/NZS 2040.1:2021,4.59804376820443,-,4.5,-,0.0,-,0.45,N/A,Cotton + 40°C+ 1400rpm,-,"Australia,Fiji,New Zealand",0.45,-,170674,Approved,294.0,-,N/A,N/A,Drum,N/A,0.5409,-,600.0,N/A,2030-10-03,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,294.0,-,113.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1573
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,Kogan,11,-,-,-,330,-,N/A,N/A,N/A,N/A,Yes,N/A,Cold,N/A,China,Yes,-,664.0,N/A,Drum,-,857.0,N/A,N/A,N/A,Yes,-,Front,N/A,-,N/A,KAWWAS11D7*,KAWWAS11D7*,AS/NZS 2040.1:2021,4.59804376820443,-,4.5,-,0.0,-,0.45,N/A,Cotton + 40°C+ 1400rpm,-,"Australia,Fiji,New Zealand",0.45,-,170674,Approved,294.0,-,N/A,N/A,Drum,N/A,0.5409,-,600.0,N/A,2030-10-03,,Single product class,Available,https://www.whirlpool.com.cn,http://www.kogan.com/au/,294.0,-,113.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1573
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,SEIKI,8,-,-,-,600,-,-,-,-,-,No,-,Dual,-,China,No,-,605.0,-,Non Drum,-,980.0,-,-,-,No,-,Top,-,Impeller,-,SC-8000AU7TL,,AS/NZS 2040.1:2005/Amdt 3:2010,2.1995442884930023,-,2.0,-,0.0,-,1.1,-,Normal program & Water level 5,-,"Australia,Fiji,New Zealand",1.1,-,170680,Approved,68.0,-,0.0,-,Non-Drum,-,0.8198,-,580.0,-,2030-07-03,,Single product class,Available,http://www.ayonz.com/,,68.0,-,104.0,-,104.0,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW1570
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,SAMSUNG ELECTRONICS,8.5,-,185,-,396,-,"eCotton, Cold, 1400 RPM",-,91.2,-,No,-,Cold,-,China,Yes,-,-,-,Drum,-,-,-,0.4,-,Yes on the warm wash program only,-,Front,-,-,-,WW85T3040WW,,AS/NZS 2040.1:2005/Amdt 3:2010,3.6701592038481063,-,3.5,-,0.000335,-,0.482,-,"eCotton, 40°C, 1400 RPM",-,"Australia,Fiji,New Zealand",0.485,-,170730,Approved,378.0,-,91.60000000000001,-,Drum,-,0.53528,-,-,-,2030-09-29,,Single product class,Available,,http://www.samsung.com.au,378.0,-,104.0,-,104.0,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW1578
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,10,-,-,-,319,-,-,-,-,-,No,-,Dual,-,"China,South Korea,Thailand,Vietnam",Yes,-,560.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WV6-1410W,WV5-10kg,AS/NZS 2040.1:2005/Amdt 3:2010,4.500022375535469,-,4.5,-,0.000257,-,0.419,-,"Cotton Eco, 40℃, Spin 1400",-,"Australia,New Zealand",0.42,-,170813,Approved,455.0,-,0.0,-,Drum,-,0.52945,-,600.0,-,2030-07-27,,Single product class,Available,,,455.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1580
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,10,-,-,-,319,-,-,-,-,-,No,-,Dual,-,"China,South Korea,Thailand,Vietnam",Yes,-,560.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WV7-1410WW,WV5-10kg,AS/NZS 2040.1:2005/Amdt 3:2010,4.500022375535469,-,4.5,-,0.000257,-,0.419,-,"Cotton Eco, 40℃, Spin 1400",-,"Australia,New Zealand",0.42,-,170813,Approved,455.0,-,0.0,-,Drum,-,0.52945,-,600.0,-,2030-07-27,,Single product class,Available,,,455.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1580
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2024,LG,10,-,-,-,319,-,-,-,-,-,No,-,Dual,-,"China,South Korea,Thailand,Vietnam",Yes,-,560.0,-,Drum,-,850.0,-,-,-,Yes on the warm wash program only,-,Front,-,-,-,WV5-10kg,WV5-10kg,AS/NZS 2040.1:2005/Amdt 3:2010,4.500022375535469,-,4.5,-,0.000257,-,0.419,-,"Cotton Eco, 40℃, Spin 1400",-,"Australia,New Zealand",0.42,-,170813,Approved,455.0,-,0.0,-,Drum,-,0.52945,-,600.0,-,2030-07-27,,Single product class,Available,,,455.0,-,86.0,-,-,-,N/A,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW1580
